代號,名稱,年/月,季底存貨/營收TSE
3556,禾瑞亞,2023/09,326.67 
3556,禾瑞亞,2023/06,265.39 
3556,禾瑞亞,2023/03,227.29 
3567,逸昌,2023/09,0.00 
3567,逸昌,2023/06,0.00 
3567,逸昌,2023/03,0.00 
3707,漢磊,2023/09,91.76 
3707,漢磊,2023/06,89.20 
3707,漢磊,2023/03,101.82 
4923,力士,2023/09,98.93 
4923,力士,2023/06,147.20 
4923,力士,2023/03,126.00 
4945,陞達科技,2023/09,84.84 
4945,陞達科技,2023/06,106.38 
4945,陞達科技,2023/03,209.47 
4951,精拓科,2023/09,74.50 
4951,精拓科,2023/06,68.48 
4951,精拓科,2023/03,66.61 
4966,譜瑞-KY,2023/09,102.25 
4966,譜瑞-KY,2023/06,111.32 
4966,譜瑞-KY,2023/03,132.22 
4971,IET-KY,2023/09,117.42 
4971,IET-KY,2023/06,189.44 
4971,IET-KY,2023/03,163.98 
4973,廣穎,2023/09,101.23 
4973,廣穎,2023/06,84.33 
4973,廣穎,2023/03,87.40 
4991,環宇-KY,2023/09,87.34 
4991,環宇-KY,2023/06,104.44 
4991,環宇-KY,2023/03,135.23 
5236,凌陽創新,2023/09,34.68 
5236,凌陽創新,2023/06,36.08 
5236,凌陽創新,2023/03,68.68 
5272,笙科,2023/09,191.04 
5272,笙科,2023/06,275.41 
5272,笙科,2023/03,270.18 
5274,信驊,2023/09,42.85 
5274,信驊,2023/06,74.53 
5274,信驊,2023/03,62.39 
5289,宜鼎,2023/09,56.06 
5289,宜鼎,2023/06,50.11 
5289,宜鼎,2023/03,48.14 
5299,杰力,2023/09,163.01 
5299,杰力,2023/06,176.69 
5299,杰力,2023/03,232.53 
5302,太欣,2023/09,178.75 
5302,太欣,2023/06,77.85 
5302,太欣,2023/03,229.59 
5314,世紀,2023/09,20.96 
5314,世紀,2023/06,0.00 
5314,世紀,2023/03,0.00 
5344,立衛,2023/09,2.07 
5344,立衛,2023/06,2.34 
5344,立衛,2023/03,2.91 
5347,世界,2023/09,60.57 
