代號,名稱,年/月,季底存貨/營收TSE
5464,霖宏,2023/03,49.92 
5464,霖宏,2023/06,47.41 
5464,霖宏,2023/09,51.71 
5474,聰泰,2023/03,153.57 
5474,聰泰,2023/06,143.58 
5474,聰泰,2023/09,124.20 
5475,德宏,2023/03,125.47 
5475,德宏,2023/06,133.88 
5475,德宏,2023/09,128.65 
5490,同亨,2023/03,371.74 
5490,同亨,2023/06,342.79 
5490,同亨,2023/09,263.38 
5498,凱崴,2023/03,183.39 
5498,凱崴,2023/06,185.13 
5498,凱崴,2023/09,163.19 
6114,久威,2023/03,32.20 
6114,久威,2023/06,32.99 
6114,久威,2023/09,20.07 
6150,撼訊,2023/03,83.05 
6150,撼訊,2023/06,85.90 
6150,撼訊,2023/09,84.77 
6156,松上,2023/03,42.94 
6156,松上,2023/06,41.02 
6156,松上,2023/09,37.56 
6160,欣技,2023/03,106.19 
6160,欣技,2023/06,142.18 
6160,欣技,2023/09,179.71 
6161,捷波,2023/03,128.64 
6161,捷波,2023/06,107.64 
6161,捷波,2023/09,80.67 
6194,育富,2023/03,35.96 
6194,育富,2023/06,28.24 
6194,育富,2023/09,34.78 
6210,慶生,2023/03,58.35 
6210,慶生,2023/06,57.52 
6210,慶生,2023/09,59.06 
6217,中探針,2023/03,64.89 
6217,中探針,2023/06,61.98 
6217,中探針,2023/09,53.77 
6223,旺矽,2023/03,157.65 
6223,旺矽,2023/06,139.79 
6223,旺矽,2023/09,129.75 
6245,立端,2023/03,116.08 
6245,立端,2023/06,97.76 
6245,立端,2023/09,118.71 
6266,泰詠,2023/03,101.49 
6266,泰詠,2023/06,87.90 
6266,泰詠,2023/09,93.49 
6274,台燿,2023/03,49.45 
6274,台燿,2023/06,44.01 
6274,台燿,2023/09,52.57 
6510,精測,2023/03,60.70 
6510,精測,2023/06,53.94 
6510,精測,2023/09,52.85 
6569,醫揚,2023/03,99.45 
6569,醫揚,2023/06,73.99 
6569,醫揚,2023/09,90.76 
6570,維田,2023/03,121.94 
6570,維田,2023/06,83.53 
6570,維田,2023/09,89.14 
6577,勁豐,2023/03,100.34 
6577,勁豐,2023/06,74.81 
6577,勁豐,2023/09,70.86 
6680,鑫創電子,2023/03,172.03 
6680,鑫創電子,2023/06,118.78 
6680,鑫創電子,2023/09,77.95 
6683,雍智科技,2023/03,133.39 
6683,雍智科技,2023/06,130.77 
6683,雍智科技,2023/09,119.05 
6922,宸曜,2023/03,90.68 
6922,宸曜,2023/06,94.27 
6922,宸曜,2023/09,93.30 
8050,廣積,2023/03,131.95 
8050,廣積,2023/06,128.14 
8050,廣積,2023/09,116.26 
8074,鉅橡,2023/03,171.09 
8074,鉅橡,2023/06,152.90 
8074,鉅橡,2023/09,128.80 
8076,伍豐,2023/03,142.09 
8076,伍豐,2023/06,124.55 
8076,伍豐,2023/09,89.28 
8155,博智,2023/03,58.34 
8155,博智,2023/06,55.11 
8155,博智,2023/09,54.67 
8183,精星,2023/03,57.11 
8183,精星,2023/06,53.44 
8183,精星,2023/09,52.70 
8234,新漢,2023/03,135.17 
8234,新漢,2023/06,140.39 
8234,新漢,2023/09,136.92 
8291,尚茂,2023/03,290.36 
8291,尚茂,2023/06,314.06 
8291,尚茂,2023/09,292.86 
8358,金居,2023/03,42.05 
8358,金居,2023/06,67.11 
8358,金居,2023/09,56.13 
